"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"5745","KIF14",3.19770360828741,2.02780452327551,23.7650282780634,1.93932573468967e-121,2.90704538987549e-120,266.30015590771
"11981","RELT",1.42707450578567,3.24532370002303,23.7256387903733,4.70457752003446e-121,6.98219044640034e-120,265.408139654901
"1017","DDX11",1.39590785934759,4.4856680228868,23.7287337532486,4.38834387472886e-121,6.52580759104808e-120,265.301139971505
"11171","PIF1",2.23990852988937,1.16582639016261,23.7071535386906,7.1275824052809e-121,1.05572903745547e-119,265.003120494141
"4665","CDC7",1.69698695961678,2.9222688341801,23.7019947435104,8.00334138240537e-121,1.18076910336079e-119,264.916395001561
"10705","C17orf53",1.87380757318262,1.89667742156127,23.680314141812,1.3022082092778e-120,1.91365764349665e-119,264.442921624526
"8716","MIS18A",1.03391415114084,3.55862910478179,23.6428106004606,3.01977197366615e-120,4.40309831637872e-119,263.473334561187
"7425","RAD54B",1.57039216890635,2.28450300534468,23.6223244470511,4.77855906475163e-120,6.9270584892136e-119,263.152944688109
"7813","BBC3",1.25324098625,3.28698402905426,23.6114711925202,6.09302437708689e-120,8.80692219142221e-119,262.835120994363
"6463","DBF4",1.31772850142584,3.42730873148005,23.6042598437145,7.16030463399828e-120,1.03395904753489e-118,262.66321386439
"7403","KIF4A",3.56234312394089,3.32285526182916,23.5785444089412,1.27275768889765e-119,1.83081298326047e-118,262.17062962969
"2292","MAD2L1",1.95972482496823,3.69302357359716,23.5755104560769,1.36208209578352e-119,1.95742057184644e-118,262.050700906853
"14459","C5orf34",1.42121016249896,1.21213122344075,23.5448647834085,2.70123400939338e-119,3.86702973976315e-118,261.415476165871
"12205","CCDC34",1.06209494162646,3.72258952555385,23.519316079805,4.77750904560864e-119,6.78742025852851e-118,260.695037745324
"14920","TMPO-AS1",1.22932204262271,1.8478854915614,23.5068476984,6.30911684373811e-119,8.94638748647604e-118,260.582809947419
"391","BLM",2.23860104586918,2.53530728315947,23.4760395721716,1.25350898537467e-118,1.76743585496748e-117,259.898497230654
"14633","CENPP",1.34416757014307,2.01336846249243,23.4643842319526,1.62493595051591e-118,2.27612751120955e-117,259.639526181422
"12018","SNHG12",1.34909118540213,3.44123711245307,23.4685349801267,1.4815067564928e-118,2.08106488987157e-117,259.6384630918
"5664","GINS1",2.12204612948049,3.41867014720842,23.3767436804715,1.13955655885567e-117,1.57122268391529e-116,257.670554835652
"8357","NUSAP1",2.51204091475069,4.56396772729444,23.3565822793465,1.78210407478163e-117,2.44814297141719e-116,257.15598944515
"6095","NDC80",2.78688000248816,2.87863723706065,23.3506070898729,2.03450217329422e-117,2.78719345352395e-116,257.120854655745
"13162","E2F7",2.9058911940445,1.56637394904274,23.3219867464348,3.83542579530888e-117,5.235216231553e-116,256.443388474926
"2412","MKI67",3.04928164817104,5.54844449028495,23.3055940993509,5.51303955876503e-117,7.51823808560846e-116,255.956470190444
"4697","SNHG3",1.45213734903017,1.57388074364828,23.2908293208353,7.64250713160152e-117,1.03938096989781e-115,255.800408144804
"3349","RAD51",2.35571251950535,2.36351723292996,23.2693569522186,1.22850551365365e-116,1.66471399313936e-115,255.327614878855
"12465","CDCA5",2.7735496197826,3.90018981064361,23.2663959914981,1.3115653227417e-116,1.77405219061626e-115,255.241249288446
"5813","TROAP",3.64032472777932,2.78547024567803,23.2404341561657,2.32689409863046e-116,3.13606628067672e-115,254.672613227328
"11940","ARHGEF39",1.77106235873543,2.47524810649767,23.2307631342597,2.88046789238957e-116,3.87168011411931e-115,254.478872219363
"9352","PIDD",1.04805976236071,4.09568344472302,23.2138978247656,4.17846393044353e-116,5.60123838704617e-115,253.886977354629
"6076","TUBB3",2.71709051717435,5.14752339290751,23.2048077042965,5.10561347480987e-116,6.82573526212293e-115,253.750934960084
"9515","ASF1B",2.70685061313535,3.88288203609898,23.1723608922889,1.04340844808962e-115,1.39245230895814e-114,253.172231730573
"5605","KIAA0101",2.80031231215735,3.27197245562914,23.1560993998611,1.49236837634085e-115,1.9862838887953e-114,252.841733887394
"8532","DTL",2.66863747918934,3.42683136308278,23.1477714125142,1.79239745846349e-115,2.37926051274302e-114,252.652693630957
"3504","RPL36A",1.37658967354947,1.8877661223442,23.133816988141,2.4360452492188e-115,3.22506521489498e-114,252.354160625182
"1325","FANCD2",1.69757730249203,3.60483122349492,23.0287929466372,2.43925938553589e-114,3.17315829631451e-113,249.969182449054
"624","CDC25B",1.12881362400715,6.12094577708753,23.0103294565428,3.65376454598895e-114,4.74070404232391e-113,249.12950680358
"3038","POLE2",1.87252362419178,1.44052599886331,22.9807563854967,6.97508793002867e-114,9.00321962322941e-113,248.99932104067
"554","CCNE1",2.35096610917149,2.41261340754326,22.9583689469498,1.13740021998583e-113,1.46055856575004e-112,248.524463304167
"555","CCNF",1.88131254289707,3.85376370527739,22.9582578548636,1.1401622240223e-113,1.4615961329369e-112,248.425452180048
"9514","CEP72",1.09907979993114,2.13311625041299,22.9481202443126,1.42255497866079e-113,1.81582103078203e-112,248.29054001791
"5661","MELK",3.6015282419492,2.90195465061929,22.9457924602376,1.49668567435985e-113,1.90881651222706e-112,248.238478208583
"10756","DSCC1",1.68477184157437,2.5262365891466,22.9233993238152,2.43926486172749e-113,3.10301040233361e-112,247.757226960923
"6283","RAD51AP1",2.0643759326441,2.71363270074056,22.914114487014,2.98647653891883e-113,3.79589541395291e-112,247.559595791466
"1060","DNA2",1.6696363273674,2.23957508217912,22.9107680782004,3.21241734588372e-113,4.07614618273286e-112,247.48977994121
"14175","LINC00176",1.8202734112715,0.019795732371768,22.8882395394123,5.24747927101207e-113,6.61908009227154e-112,246.934095995431
"5226","PTTG1",2.65656170030999,4.09520805918582,22.8663314855439,8.45317268489834e-113,1.06179230366145e-111,246.473114113353
"10435","NCAPG",3.12604286443659,3.42676410870025,22.8622648290306,9.23500520802863e-113,1.15514780862967e-111,246.43837885956
"5185","TMSB10",1.01993424608832,9.60978670803507,22.8671127539976,8.310716259681e-113,1.0447757583599e-111,245.924386670162
"621","CDC6",2.76443350758256,3.55110413740308,22.7891503343211,4.51960274183994e-112,5.58787248082029e-111,244.845860053246
"675","CENPF",3.06283589668882,5.04078908932524,22.7719333348978,6.56469020455019e-112,8.07629650165056e-111,244.366541071073
"11681","HAGHL",2.40432370024809,1.99740578094339,22.7374735267156,1.38469902089253e-111,1.69379373283338e-110,243.734674045252
"432","BUB1B",3.06470062066807,3.24958530856652,22.7291979646089,1.65627608849581e-111,2.02103509656585e-110,243.56318925536
"14422","FAM111B",2.574991522664,2.89886655022923,22.7131410596753,2.34406762517101e-111,2.85331583991524e-110,243.216874183166
"10566","GINS3",1.14192468390536,3.13852002930782,22.7161135768187,2.19813182156221e-111,2.67785440151226e-110,243.186119445088
"10901","RHBDF2",1.15720551566621,5.08616303560702,22.7293669488946,1.65023121493206e-111,2.0153027735007e-110,243.168341243248
"6333","POLQ",2.78323958354746,1.82180496909204,22.6770313566622,5.11485014756318e-111,6.19580228401176e-110,242.418840537757
"5164","CCNE2",2.10289756580961,2.3800361170204,22.6721792363278,5.6797551629434e-111,6.86896824879816e-110,242.335769578737
"14158","WDR62",2.44262773478453,2.70501586569776,22.6597837392787,7.42195597824129e-111,8.93981170970126e-110,242.069183124497
"13437","CDCA2",2.90142843892818,2.04352463265264,22.657285922318,7.83293774285614e-111,9.41967432742185e-110,241.998751902202
"4054","TCF19",1.30279605538748,4.51219635748945,22.638469489594,1.17536696807837e-110,1.40780543174159e-109,241.320113361145
"13319","CKAP2L",2.84328918094791,1.96821365870746,22.5877993003085,3.50054060403084e-110,4.15949860494848e-109,240.507015203456
"7797","MTBP",1.56048409075641,2.0270577726016,22.5473822780588,8.34654355617193e-110,9.87850408230475e-109,239.657137574509
