"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"9946","ADAMTSL3",-2.2184459226171,1.91037196879248,-40.1619060299709,0,0,738.106376414798
"118","AGTR1",-2.87022123003782,0.300344676031673,-39.998233133658,0,0,732.466409327955
"13201","C16orf89",-3.25435637637993,1.02933287896683,-39.5861628756919,3.7479819893517e-318,7.89715639960352e-316,718.352281830406
"14194","IGSF10",-2.52801214185425,0.367073199102996,-39.4651210680704,2.33380534199289e-316,4.84912887708721e-314,714.226371609848
"10524","CSRNP1",-1.43362812154496,5.38064861336204,-39.4620218150207,2.59390570718037e-316,5.31573005200896e-314,713.952150353287
"12364","PKHD1L1",-3.12196928703331,-1.7270737040127,-39.3799273142823,4.25153701571423e-315,8.59499915610458e-313,711.062340620308
"1024","CFD",-2.05219723204413,3.32124916275627,-39.3263466478997,2.63198392357403e-314,5.24993059955533e-312,709.411396324431
"4385","XPNPEP2",-2.96667556229266,-0.617441845330473,-39.2756820707439,1.47302353431473e-313,2.89953053596712e-311,707.705556863805
"2842","PDE2A",-1.86785420569508,2.92650793969246,-39.1662957742423,6.03407134323582e-312,1.17233386097153e-309,704.01832581028
"7437","LMOD1",-2.39503712221624,3.95369245929719,-39.0032814790578,1.50460668636453e-309,2.88575846512991e-307,698.420557729712
"13780","PLAC9",-2.07490075234443,0.863783728807006,-38.910531738457,3.4503935558136e-308,6.53390982214828e-306,695.449096221823
"12853","HSPB6",-2.6233992860519,3.77216759846993,-38.6724189969482,1.04619940124402e-304,1.95639288032632e-302,687.283979990067
"9811","SEMA3G",-1.75774229395817,3.20585270578351,-38.6035166406922,1.05729001681483e-303,1.9527232903148e-301,685.036999655409
"4914","MYOM1",-2.06817034639885,1.37453033191797,-38.4504868216625,1.78079509247005e-301,3.2488651930917e-299,680.020516383027
"1023","DES",-3.68925563867709,2.41585897209438,-38.2761371829927,6.01535567722108e-299,1.07130620156223e-296,674.084133252289
"23","ACADL",-3.14508339106318,-0.139112025148432,-38.145199024646,4.7066220361821e-297,8.2836547836805e-295,669.83615998286
"7634","CCDC69",-1.66161439385906,4.4521524791847,-38.0381561658653,1.64832730935974e-295,2.86732285442113e-293,666.115827364715
"6435","PPARGC1A",-2.55010199512683,2.20656121495328,-37.9314068684651,5.67457198193808e-294,9.75765481032111e-292,662.696938467758
"10878","NDNF",-2.72917007126771,0.680716491365337,-37.5371120786495,2.52791359620545e-288,4.29745311354927e-286,649.776153934423
"2942","PIK3C2G",-3.40447373911816,-2.17893464918593,-37.4592132926464,3.26252484849881e-287,5.48397435208339e-285,646.904547165564
"1737","HBA2",-2.81471823504901,1.18518491883008,-37.3970550723126,2.50411406977787e-286,4.1166534597667e-284,645.173201852299
"1738","HBA2",-2.81471823504901,1.18518491883008,-37.3970550723126,2.50411406977787e-286,4.1166534597667e-284,645.173201852299
"11996","MIR22HG",-1.1892407426883,2.96181604080129,-37.1407027952558,1.08971172792135e-282,1.77196602714168e-280,636.759748662404
"14884","PLIN4",-2.46425784836353,2.1205682628151,-37.1302214862049,1.53349572355204e-282,2.46678451874607e-280,636.414367283466
"11530","SYT15",-1.59769359494145,1.17274588677574,-37.0886962615973,5.93190155309685e-282,9.44055821641797e-280,635.127806755028
"4990","ALDH1A2",-2.40628745884067,1.01627925378846,-37.0692870183557,1.11591706104684e-281,1.75727570876428e-279,634.495417972852
"1619","GPM6A",-3.10733609920026,0.229361560836028,-37.0086534092547,8.0216996297528e-281,1.25004819230314e-278,632.53052013294
"8685","CLIC5",-2.3020051568741,2.68254125616164,-36.8551386741095,1.17056861256522e-278,1.80533056123461e-276,627.441012201214
"8911","GIPC2",-2.2640941059995,1.16127310893926,-36.6789877270606,3.49342020111483e-276,5.33281287843652e-274,621.862221266821
"529","CASQ2",-2.44914875651946,-0.149967244632541,-36.6168330276569,2.59630785714696e-275,3.92330965079984e-273,619.829187240446
"5962","ANGPTL7",-2.81572365096398,-2.81235264701319,-36.602155837384,4.16768749991443e-275,6.23486049987199e-273,618.83954469252
"12584","GPR146",-1.23561481267323,2.33893504469125,-36.454418505837,4.84527485394375e-273,7.17676354603945e-271,614.621071895694
"1439","FOSB",-2.99670457712194,4.80141207766264,-36.1650803349347,5.15158673761495e-269,7.55566054850193e-267,605.139754933165
"11915","RSPO3",-2.25367304507065,0.648606580437872,-36.1253151000453,1.83411427607782e-268,2.66391743399264e-266,604.112722453078
"11198","MYCT1",-1.40429730760423,2.57701357830149,-36.0849592077623,6.64705313670743e-268,9.56153028126377e-266,602.773184335974
"676","CES1",-3.18649146560452,2.79606335186795,-36.0084003724476,7.62384521106014e-267,1.086216422452e-264,600.223012048197
"11246","SCUBE1",-2.29309961891951,-0.00493817165123881,-36.0017393936476,9.42492730312215e-267,1.3301595514595e-264,600.150810096517
"4577","NR4A3",-1.87023509966702,2.50787631373132,-35.9887401603393,1.4255612241687e-266,1.99312111341717e-264,599.686652814575
"451","C6",-3.45388275555373,-1.18861675198061,-35.935901552232,7.65493093389831e-266,1.06034969232517e-263,597.99643636614
"531","CAT",-1.52764698417509,6.47650815462151,-35.8764860300552,5.05560826865819e-265,6.93870639441528e-263,595.945999129992
"11946","ATOH8",-2.10966525730338,2.80833168663522,-35.6640619659189,4.22997827333312e-262,5.75277045173304e-260,589.358281032233
"14271","GPIHBP1",-2.11689978213272,0.678890782867246,-35.6311218229024,1.19767379889788e-261,1.6141621650011e-259,588.446994362304
"5141","RGN",-2.55433021291489,1.33907595359714,-35.5657153884828,9.43808227207905e-261,1.26065813205627e-258,586.362822230381
"1311","F10",-2.3194995283345,1.10533187345018,-35.5535394159066,1.38561718039932e-260,1.8344100016614e-258,586.000182800406
"3260","PTH1R",-2.3148659493829,0.626974871588818,-35.4346616973523,5.85399867219068e-259,7.68208948561164e-257,582.264919480404
"13649","LDHD",-1.87212998120014,2.87285251192893,-35.4047763786538,1.4980025154311e-258,1.94870588094341e-256,581.205497474625
"2865","PDK4",-2.93156617728142,5.05447035321018,-35.3347115668011,1.35253335252119e-257,1.74430163394112e-255,578.868109269504
"7493","ABI3BP",-2.30056611250603,3.44258800781996,-35.2080558539604,7.16023256609542e-256,9.15530591357158e-254,574.971821396165
"8420","CYP39A1",-2.01226429224591,1.36757593911413,-35.195388361944,1.06430846329022e-255,1.34932666193404e-253,574.765946273275
"14085","GPR133",-2.15978498896211,1.54550320387939,-35.0339788210544,1.64542720372912e-253,2.05129924731564e-251,569.710951595632
"1866","HPGD",-2.54033522187577,3.0157518494801,-34.9431937734803,2.78080097628286e-252,3.43808120704062e-250,566.737805496459
"2823","PCK1",-3.88384967749428,-0.511848551669783,-34.6875969458215,7.72427276501555e-249,9.39472524915712e-247,558.999650837511
"4056","TCF21",-2.99651693276984,-0.181643764904309,-34.6810639628864,9.45407214522722e-249,1.14058805881128e-246,558.796370355926
"3647","CXCL12",-2.1539516845222,5.16864821346695,-34.5412208769439,7.09764756060739e-247,8.49446460053493e-245,554.207923510296
"12190","IL33",-1.93457362905456,3.27472235867271,-34.5361351618528,8.30251184876375e-247,9.85758549662744e-245,554.153399981955
"13382","KLB",-2.41666869000182,-0.793061742260192,-34.344286684076,3.03546619549382e-244,3.5477011159834e-242,548.326495085959
"13764","ANO5",-2.18838252548906,0.953431577137984,-34.3317710179611,4.45697992347334e-244,5.16871470195048e-242,548.051261249771
"7385","BHMT2",-2.64737222998737,1.43038096145903,-34.1423885114635,1.47028238703899e-241,1.66632003864419e-239,542.21312995485
"6641","FAM107A",-2.56191632066252,3.56885856004353,-34.1431624971271,1.43592174545466e-241,1.63980071083982e-239,542.056522980995
"7321","VSIG2",-2.82643979482558,0.913947374867897,-34.0801121342319,9.84335121178088e-241,1.10719198592663e-238,540.340155537188
"3791","SLC22A3",-2.39052563167695,2.3836960102741,-34.0370540376892,3.6590640148894e-240,4.08504460169742e-238,538.92768149438
"6787","CPEB3",-1.12017002613206,2.85113454129109,-33.8206568328092,2.63361890503325e-237,2.87583495031368e-235,532.410694429642
"14363","PLCXD3",-2.53111045272473,-0.206351966965119,-33.8118256606132,3.44230279731597e-237,3.73165578607586e-235,532.209518098496
"3396","RBP4",-3.19655441462207,1.18231394265461,-33.6443584637506,5.46572595730047e-235,5.88253671375648e-233,527.098893787113
"3739","SLC2A4",-1.88680205556725,0.802164266991743,-33.5426122195365,1.17635160715649e-233,1.2570157173615e-231,524.100661027076
"11305","ITIH5",-2.09727649386396,4.08378470178645,-33.5027076347137,3.9121775721894e-233,4.15079265815272e-231,522.637048623227
"5120","CLDN8",-3.37012714535378,-1.23040307394654,-33.4248104796084,4.07150300032276e-232,4.22983922811309e-230,520.553235388359
"2698","NPR1",-1.85115889367316,3.10740157867578,-33.3061419841301,1.43201289712464e-230,1.46732280417703e-228,516.824256541426
"6587","PTPN21",-1.16649347813152,4.27468856946424,-33.219963588207,1.88827957021193e-229,1.90869340340341e-227,514.189877097311
"14484","SOGA3",-3.12654799541197,-2.57505692989768,-33.185945800493,5.2189411909329e-229,5.23995706150042e-227,513.167797829477
"6427","FGL2",-1.74340942511004,4.50400813105951,-33.1455812453774,1.74182836579285e-228,1.7256789637259e-226,511.932880581427
"587","CD36",-2.27095831699961,3.673361165349,-33.1374721530422,2.21869631329983e-228,2.18366426624773e-226,511.721509291875
"656","CDO1",-2.56627782380962,0.999063972656274,-33.0356942423479,4.6065731173626e-227,4.50420482586566e-225,508.927746167292
"6184","FBLN5",-1.73118812791229,4.89749431481034,-32.8942552164757,3.08037709037562e-225,2.99236631636489e-223,504.44791266075
"9479","LIMS2",-1.4836164687827,4.33083911413458,-32.7694493162911,1.24159340076889e-223,1.19065623560914e-221,500.78912737355
"3743","SLC4A1",-2.57601998761774,-3.51671558355352,-32.6607234996292,3.07985361294975e-222,2.91611456010938e-220,497.355538721087
"10886","FAT4",-1.65649440799103,3.09472795410687,-32.6275351830064,8.19356201166362e-222,7.70916274808099e-220,496.701681300682
"12396","MYOCD",-2.47640518883529,-0.834978062230166,-32.6124104722319,1.27942325259659e-221,1.19626074117781e-219,496.392786818307
"12646","MRGPRF",-1.71253722668439,2.37137864910001,-32.5346909825105,1.26009992037814e-220,1.16364782770722e-218,494.045474146548
"6400","FAXDC2",-1.8491422389161,4.32760968421874,-32.5388253698966,1.11585629084009e-220,1.03684534850731e-218,493.983151234291
"5125","LDB2",-1.39328889191691,3.5176668310277,-32.4490698992932,1.55806454875421e-219,1.42997826069711e-217,491.434221261963
"11978","CGNL1",-2.18716854432791,4.59348912190232,-32.3139285676176,8.16073194322584e-218,7.39906362852476e-216,487.376958086886
"1922","HYAL1",-1.86428951967243,2.5681452380479,-32.22477776489,1.1032058872929e-216,9.94214462283243e-215,484.950129733895
"13457","FREM1",-2.20361074158313,0.410345029221665,-32.0106034983777,5.61381354403004e-214,4.96938761057334e-212,478.871172097265
"13608","SYNPO2",-2.28166460076815,4.70132796599902,-31.9580179911135,2.5796925613081e-213,2.25685384310931e-211,477.023308031861
"512","CAPN6",-2.6272018138558,0.44839721358689,-31.784239089713,3.92662009826197e-211,3.35669923828566e-209,472.319657881947
"3194","MASP1",-2.58553652390503,1.32396745152259,-31.7629061873678,7.26555231322249e-211,6.17571946623912e-209,471.660622435957
"13344","RMDN2",-1.01082119044786,2.02454660831418,-31.7466992688587,1.15932388351329e-210,9.79857926404454e-209,471.231495850139
"14361","HSD17B13",-2.52823869353549,-1.47544330360361,-31.7404763174392,1.38708662850822e-210,1.16577617766758e-208,470.92409150321
"14561","SAMD5",-1.78148468139542,2.27062431454395,-31.6506985311811,1.8389048799772e-209,1.5198904422353e-207,468.385791193494
"3253","PTGFR",-2.08823262863805,0.271612941246144,-31.646333169696,2.08483520084856e-209,1.7043242953385e-207,468.371273180333
"9062","MARC2",-1.46932529581108,3.24657634084758,-31.6494331277183,1.90704800121987e-209,1.56755154385985e-207,468.261342827794
"2703","NPY1R",-2.36862662657829,0.902038626654706,-31.6388834729558,2.58276992587109e-209,2.0999042440778e-207,468.130029223211
"9084","PID1",-1.77951393557027,2.66075324858904,-31.6372432912517,2.70745965281278e-209,2.1893835895178e-207,467.954456843289
"13424","GIMAP8",-1.27629992839679,3.43841646865812,-31.5750302957492,1.61659248493204e-208,1.28639487098847e-206,466.116768362585
"13738","RANBP3L",-2.72699647902018,-1.22095818981265,-31.5596329254101,2.5146285720016e-208,1.99041499667429e-206,465.834018704445
"5202","SLC16A7",-1.79298114505133,0.226638392434149,-31.4777856503777,2.62499494970341e-207,2.0347111112727e-205,463.538390935968
"2141","KIT",-2.02697754993917,3.31234123294429,-31.4745703879478,2.87806751744289e-207,2.2193757763374e-205,463.203578436015
"2483","MT1G",-2.41923406731475,2.55283866654599,-31.4551974965735,5.01044739014699e-207,3.84391245931277e-205,462.704341219712
"11190","CWH43",-3.19737077655765,-1.70568753557156,-31.3901628989756,3.21568353905921e-206,2.45441968083295e-204,460.991293334658
"7522","SOSTDC1",-2.56930243723685,0.0309712048343796,-31.3722390126958,5.36483741371318e-206,4.05343271258329e-204,460.528416828478
"5110","SLC13A2",-3.02728305277273,-2.29712409133103,-31.3086846814879,3.2876903245076e-205,2.43609712364725e-203,458.569339295905
"2386","MFAP4",-2.5119515409474,4.77553130377477,-31.3153579977249,2.71819544369099e-205,2.03321019188086e-203,458.567801361643
"5751","CD302",-1.38356525570494,4.96019671843301,-31.2950634634473,4.84692008775466e-205,3.57191746368521e-203,458.000966077908
"7931","CDH19",-2.61857968593301,-2.66530376686345,-31.177306264299,1.38139545569318e-203,1.0031881561733e-201,454.711943387772
"3687","SGCA",-2.24576073616924,-0.514424820539741,-31.1639671597535,2.01760195694065e-203,1.4581316558373e-201,454.58840418235
"1865","HPD",-3.23620298978623,-1.75569433746206,-31.1501941329777,2.98293829567415e-203,2.14542100496564e-201,454.136171265521
"13959","PHYHD1",-1.83326650287083,2.88052207858986,-31.0472333235826,5.52216178941939e-202,3.86035235372496e-200,451.113050787845
"12401","FOXP2",-2.24713525747572,-0.386503865203016,-31.0339362456644,8.04540127332572e-202,5.57218532634041e-200,450.924161798195
"4659","ACOX2",-1.88574377862311,2.48138930661676,-30.8657629156522,9.28243108774129e-200,6.31205313966408e-198,446.043071347993
"4976","SOCS2",-1.4554208283161,3.83345261964955,-30.7520050894142,2.27678733146853e-198,1.53426749904366e-196,442.72859010815
"4183","TNS1",-1.80445892478368,7.38411843010296,-30.6977215990463,1.04462342344281e-197,7.00787731601093e-196,441.114338326215
"9884","PLSCR4",-1.39081179172378,4.12361503431581,-30.6566776424664,3.30055846782717e-197,2.19450465238642e-195,440.037290722827
"171","ANGPT1",-1.65508898058871,1.89891301538436,-30.6206148839565,9.05992585370331e-197,5.97077051856394e-195,439.244269198605
"3281","PTPRB",-1.53648281201654,4.62447169177856,-30.6121375653164,1.14855134300207e-196,7.53610881197852e-195,438.7517984032
"766","CNN1",-2.2961990674282,3.51570234657581,-30.5534772878794,5.92121493895696e-196,3.85136415159983e-194,437.156322991842
"3122","PRELP",-2.16155600902305,4.60283960933555,-30.5369930445262,9.38343435111903e-196,6.07689081786756e-194,436.640271053625
"426","KLF9",-1.44729046649111,5.73047623531005,-30.4786073865127,4.78468766280177e-195,3.04591180576658e-193,434.995370132963
"5837","ABCC9",-1.61418906779872,2.83060986128315,-30.3956663457944,4.81919774278844e-194,3.04199148658713e-192,432.880625077853
"1466","DARC",-2.02186146339309,2.54625727652428,-30.3920386531792,5.33086804393949e-194,3.35083134190482e-192,432.769681746
"11287","SLC19A3",-2.21542063667125,0.549046742680231,-30.3708681327835,9.60407300570846e-194,5.96169843009952e-192,432.37271147264
"1312","F11",-3.03445008478172,-3.37227077486661,-30.3605474924048,1.27948515752214e-193,7.90954461013686e-192,431.789834529718
"2939","PIGR",-3.79669736584487,3.5212677450725,-30.3262977772738,3.31291715052576e-193,2.03119838409285e-191,430.807308926855
"2534","MYH11",-3.31474095985487,5.59904379005121,-30.2500599835422,2.74491415445667e-192,1.66250671055351e-190,428.654706515998
"10334","PAPPA2",-2.37151489005626,-2.41561444000404,-30.1475594401973,4.67925890637579e-191,2.78891287806302e-189,425.98958741157
"5189","IL1RL1",-2.27862041397701,-0.72256202985079,-30.0770059959527,3.28046389403169e-190,1.93975256342744e-188,424.238812706649
"5488","GNA14",-1.54613446805125,1.51584780235627,-30.0323539674156,1.12292657484219e-189,6.58783590574085e-188,422.995032762238
"2443","ALDH6A1",-1.414663398811,4.06219272879926,-29.9853950956511,4.08945912054783e-189,2.35301186320752e-187,421.431098156666
"13423","TMEM213",-2.83364161446381,-2.87474087990025,-29.9543586177927,9.59963099020643e-189,5.50231722657043e-187,420.692012762996
"14487","RASL11A",-1.31001786323965,2.55403672604097,-29.8910898384755,5.45409772281502e-188,3.09065537626184e-186,419.022385656963
"296","ATP1A2",-2.50029183904216,1.1522562752327,-29.8284500716722,3.0365733017378e-187,1.71423156958481e-185,417.360441653291
"3927","SSTR1",-2.35423246875856,0.183062793316068,-29.8152519370045,4.35840699246081e-187,2.432901813702e-185,417.083235202102
"4761","ITGA8",-2.17368783735568,0.131772672749326,-29.8122245989873,4.73498770957247e-187,2.63328684517487e-185,416.999407589412
"13907","SEMA3D",-1.95613960825401,1.13539812635205,-29.7638107543026,1.78025654511829e-186,9.71994084487941e-185,415.633068538488
"14306","LINC01140",-1.36538910988416,0.657596257658731,-29.6857698720272,1.4996192261559e-185,8.09902657880588e-184,413.555360707733
"4303","UMOD",-2.69417103377332,-4.24640351125506,-29.6645908684634,2.67175510896911e-185,1.43775023130136e-183,412.568686854791
"1428","FMO5",-1.91031443647363,2.37827398803957,-29.5748909985062,3.07203575242187e-184,1.63550373153847e-182,410.372479913838
"12861","RP11-350G8.9",-1.4496508034459,2.84388359870515,-29.5429129235474,7.3264489284853e-184,3.87292141237244e-182,409.476238989753
"4166","TMPRSS2",-3.01928279237699,3.16449134694388,-29.5324235546627,9.74170905176314e-184,5.13154814839354e-182,409.065798785018
"97","ADRB2",-1.6053641542575,1.5517471400428,-29.4928762231169,2.84996517090785e-183,1.48039857488825e-181,408.271964986592
"3256","PTGIS",-2.02884341019922,3.14237762531996,-29.4277938260632,1.66313770196026e-182,8.57949655907775e-181,406.280184235822
"2223","LIFR",-2.05981820168222,4.81926549909322,-29.4173189872514,2.20849278529643e-182,1.1314743858916e-180,405.884741776905
"1347","FCER1A",-1.9130402078379,-0.0409669801792287,-29.3108720707183,3.9234249892197e-181,1.94352443174592e-179,403.404943418607
"1055","DMD",-1.55007203686433,3.89321932031097,-29.2994346218762,5.34198715304001e-181,2.63749596730952e-179,402.77401235042
"10092","ARHGAP20",-1.6322945902237,0.997819842879379,-29.2139070417474,5.35336347022485e-180,2.61719991877659e-178,400.782228446909
"8088","TRHDE",-2.50608898948359,-0.939276808340687,-29.1638532691535,2.05714704691527e-179,9.99185708501705e-178,399.444327120551
"1104","RCAN1",-1.27375006087052,5.56116389230687,-29.1559605502522,2.54318075725753e-179,1.2312616222839e-177,398.836846655838
"2996","PLN",-1.94589626486207,1.34469129459665,-29.0840502994836,1.75243371420649e-178,8.29633176092694e-177,397.242356383141
"8092","DMGDH",-2.40231259480813,0.283449580927234,-29.0140449094166,1.14296111403084e-177,5.31015474096314e-176,395.44023762865
"5300","KL",-1.99135048624553,1.13522724049004,-28.9780987296915,2.98924529861385e-177,1.38021943417479e-175,394.421902073911
"4125","THRB",-1.57547840574956,3.51758900858308,-28.9638814703682,4.37100193231779e-177,1.99969996658942e-175,393.810684008358
"2821","PCDH9",-2.13118828977762,0.0616198596101216,-28.8879809616667,3.31439706509833e-176,1.48899039320934e-174,392.08789892782
"3587","ACSM3",-2.07615472223976,1.91092520272735,-28.7168216696184,3.14278992889409e-174,1.37073286694623e-172,387.405416869407
"14550","MUSTN1",-1.41277576800082,0.836865230283,-28.6493175627638,1.88050023051339e-173,8.06082620300298e-172,385.757460115016
"1542","GFRA1",-2.25546282644836,2.6569694012613,-28.5976980284976,7.36821769360063e-173,3.14041415089075e-171,384.138722953626
"2913","ABCB1",-1.85152523272568,2.57085285231072,-28.5869445375226,9.79044423824513e-173,4.14915143921097e-171,383.896256873999
"1372","FGF7",-1.55990442296839,2.05167118078992,-28.5487304153382,2.68625576591584e-172,1.13520865135878e-170,382.979590344099
"9414","ITLN1",-2.87988712922823,-2.64220695346524,-28.5280340725197,4.6381348399665e-172,1.93817031301393e-170,382.425434027721
"289","ATF3",-1.63826744756115,5.21235406173452,-28.5385965194236,3.51000518837862e-172,1.47499094432989e-170,382.421832152798
"1179","EGR1",-1.89515455149578,7.47179148916294,-28.5300516651153,4.39771012428415e-172,1.84284995684288e-170,382.188880656052
"14426","ASPG",-2.68499606974046,-1.67653871282,-28.4936708608817,1.14776035837396e-171,4.7828676772352e-170,381.593285209558
"2480","MT1A",-2.14516221351033,-1.15715013108702,-28.4868198123529,1.37485719506326e-171,5.69746915184109e-170,381.425022335528
"3850","SOD3",-1.78288778947765,4.38042182373765,-28.4928658510244,1.1723706269999e-171,4.87185127219959e-170,381.246701271084
"771","CNTFR",-2.44944107308602,0.107774704537045,-28.4453467307952,4.09782331342291e-171,1.67954621284402e-169,380.383547039912
"13051","ADHFE1",-1.60675052000488,1.88630745534315,-28.3695501536893,3.00517610216819e-170,1.21506579698476e-168,378.306207238085
"13335","ZNF385B",-2.22880489825444,0.35736595177291,-28.3509853710298,4.89230173605864e-170,1.96216713060154e-168,377.905484094964
